ID,Name,Description,URL,Created,Types,Access Modes,Alt. Names / Keywords,Use Proxy,Friendly URL,Subjects,More Info,Map Ct,New,Trial,Featured,Permitted Uses
43017765,"Literary Manuscripts: 17th and 18th Century Poetry from the Brotherton Library, University of Leeds","Facsimile images of manuscripts of 17th and 18th century verse held in the Brotherton Library at the University of Leeds. Alongside original compositions are copied verses, translations, songs, and riddles.",http://www.literarymanuscriptsleeds.amdigital.co.uk/,7/11/18 15:33,Alumni,,Adam Matthew,Yes,brothertonpoetry,"English, Primary Sources",Coverage: 17th to 18th Century.,0,No,No,No,
43017766,Literary Manuscripts: Victorian Manuscripts from the Berg Collection of the New York Public Library,"Victorian Manuscripts from the Henry W. and Albert A. Berg Collection of The New York Public Library. Contains unpublished poems, working notebooks, holograph manuscripts, and drawings which trace the inspiration and genesis behind the period’s greatest works.",http://www.literarymanuscriptsberg.amdigital.co.uk/,7/11/18 15:33,Alumni,,Adam Matthew,Yes,bergmanuscripts,"English, Primary Sources",Coverage: 19th Century.,0,No,No,No,
43017767,Literary Print Culture: The Stationers' Company Archive,"Primary sources for studying the early book trade, the printing and publishing community, the establishment of legal requirements for copyright, and the history of bookbinding.",http://www.literaryprintculture.amdigital.co.uk/,7/11/18 15:33,Alumni,,Adam Matthew,Yes,literaryprintculture,"English, History, Primary Sources",Coverage: 1554 – 1984.,0,No,No,No,
21456919,LiteraryMarketPlace.com,"Resource for book publishing industry information. Listings of US and international publishers, information for literary agents, trade services, sales/distribution resources and other categories of book publishing information.",http://www.literarymarketplace.com/,5/10/16 14:59,,,lmp iti Literary Market Place,Yes,literarymarketplace,"English, General",Coverage: current;,0,No,No,No,
21456920,Literature Criticism (Gale),"Biographical essays; critical essays or excerpts taken from books, magazines, literary reviews, newspapers, scholarly journals, and interviews with featured authors. Includes ten publications: Contemporary Literary Criticism, Nineteenth Century Literary Criticism, Twentieth Century Literary Criticism, Poetry Criticism, Short Story Criticism, Drama Criticism, Classical and Medieval Literature Criticism, Shakespearean Criticism, Literature Criticism from 1400-1800, and Children's Literature Review.",https://link.gale.com/apps/LCO?u=nash87800,5/10/16 14:59,,,lca lco gale,Yes,literaturecriticism,"English, German, Juvenile Literature, Russian",,64,No,No,No,
21456921,Literature Online,"Literary criticism, selected full-text works (poetry, poems, and drama), author pages, reviews, and reference sources including biographies, bibliographies, and encyclopedias.",https://search.proquest.com/lion1?accountid=14816,5/10/16 14:59,,,"LION PoetsOnScreen, a collection of video clips of filmed poetry readings. Literature Online includes the content from the following databases: 20th Century African-American Poetry, 20th Century American Poetry, 20th Century English Poetry, African-A",Yes,literatureonline,"English, German, Juvenile Literature, Russian, Theatre",Coverage: 7th century to present;,92,No,No,No,
21456924,LLMC Digital,"Historical legal information from the federal government, US states and territories, foreign jurisdictions, and international organizations. Access to broad collections, such as the Anglo-American and Multi-Jurisdictional subject collections.",http://www.llmc-digital.org,5/10/16 14:59,Law Library,,Law Library Microform Consortium,Yes,llmcdigital,"Law, Law: Legal History",,4,No,No,No,
21456925,Loeb Classical Library,"Greek and Latin literature. Epic and lyric poetry, tragedy and comedy, history, travel, philosophy, oratory, medical writers and mathematicians; and Church Fathers who made particular use of pagan culture. Latin, Greek, and English texts.",http://www.loebclassics.com/,5/10/16 14:59,Divinity Library,,,Yes,loeb,"Biblical Studies, Church/Religious History, Classics, Religious Studies, Theological Studies",,26,No,No,No,
21456926,London Low Life,"Rare books, ephemera, maps, periodicals, and other materials relating to 18th, 19th and early 20th century London. Chronology, interactive maps, essays, online galleries and links. Fast literature, street ephemera (posters, advertising, playbills, ballads and broadsides), penny fiction, cartoons, Tallis’ Street Views, chapbooks, Old London Street Cries, Swell’s guides to London prostitution, gambling and drinking dens, tourist guides, and topography, manuscripts of George Gissing.",http://www.londonlowlife.amdigital.co.uk,5/10/16 14:59,Alumni,,lowlife Adam Matthew,Yes,londonlowlife,"English, History",,15,No,No,No,
21456927,Luthers Werke im WWW,Complete collection of Martin Luther's writings based on die Weimar Edition. German version and English version.,https://www.proquest.com/luther?accountid=14816,5/10/16 14:59,,,,Yes,lutherswerke,"Biblical Studies, Church/Religious History, German, Theological Studies",,1,No,No,No,
43017769,Macmillan Cabinet Papers,"Cabinet conclusions (minutes) and memoranda of Harold Macmillan’s government, plus selected minutes and memoranda of policy committees. Casts new light on Britain's relationship with the EEC, Anglo-American ties, the Cold War, Decolonization, and issues of Public and Political Morality.",https://www.macmillancabinetpapers.amdigital.co.uk/,7/11/18 15:33,Alumni,,Adam Matthew,Yes,macmillancabinet,"History, Primary Sources",Coverage: 1957-1963.,1,No,No,No,
82686760,MADCAD.com,"Provides access to building codes, standards, and related documents for students and professionals in the architecture, engineering, and construction (AEC) industries.;",https://www.madcad.com/library/,10/15/25 13:24,Science and Engineering Library,,,Yes,madcad,Engineering,,0,Yes,No,No,
60679623,Magazine Archives (EBSCOHost),Collection of popular magazine archives.,"https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=ear,lma,sma,ama,n0h,tma,nch,ada,bwa,esm,fba,fma,mma,pmg,fjh,rel,vfa,jar",3/25/21 15:57,,,"Ebony Magazine Archive, Life Magazine Archive, Sports Illustrated Magazine Archive, The Atlantic Magazine Archive, The Nation Magazine Archive, Time Magazine Archive, The National Review Archive, Architectural Digest Magazine Archive, Maclean's",Yes,magazinearchivesebsco,"African American and Diaspora Studies, Culture, Advocacy and Leadership, Gender and Sexuality Studies, General, History, News and Newspapers, Primary Sources","Ebony Magazine Archive, Life Magazine Archive, Sports Illustrated Magazine Archive, The Atlantic Magazine Archive, The Nation Magazine Archive, Time Magazine Archive, The National Review Archive, Architectural Digest Magazine Archive, Maclean's Magazine Archive, People Magazine Archive, The New Republic Magazine Archive, U.S. News and World Report Magazine Archive, Vanity Fair Magazine Archive, Jet Magazine Archive",171,No,No,No,
56369220,Maimonides' Medical Works Online,"Provides critical editions of all surviving medical works by the famous rabbi, philosopher and medical doctor Moses Maimonides (1138-1204). Brings together the original texts and translations of all Maimonides’ surviving medical works as translated and edited by Gerrit Bos and a host of other experts in the field.",https://scholarlyeditions.brill.com/mmwo/,8/4/20 17:40,,,,Yes,maimonides,"History, Jewish Studies, Philosophy",,0,No,No,No,
21456929,Making of America (Cornell),"Primary sources in American social history from the antebellum period through reconstruction. The collection is particularly strong in the subject areas of education, psychology, American history, sociology, religion, and science and technology.  Separate sites at Cornell and the University of Michigan contain different sets of materials.",http://collections.library.cornell.edu/moa_new/browse.html,5/10/16 14:59,,,cornell,No,moacornell,"History, Law: Legal History",Coverage: 19th century.,16,No,No,No,
21456930,Making of America (Michigan),"Primary sources in American social history from the antebellum period through reconstruction. The collection is particularly strong in the subject areas of education, psychology, American history, sociology, religion, and science and technology.;",https://quod.lib.umich.edu/m/moagrp/,5/10/16 14:59,,,university of michigan,No,moamichigan,"History, Law: Legal History",,16,No,No,No,
43017770,Making of Modern Law: American Civil Liberties Papers,"ACLU newspaper clippings, scrapbooks, court files, memorandums, telegrams, minutes, and legal case records on free speech, citizenship, race, discrimination, immigration, labor, radicalism, etc. to support the study of American legal history.",https://link.gale.com/apps/ACLU?u=nash51725,7/11/18 15:33,Law Library,,aclu moml,Yes,momlcivilliberties,Law,Coverage: 1912-1990.,11,No,No,No,
21456931,"Making of Modern Law: Foreign Primary Sources, 1600-1970","Historical legal codes, statutes, regulations, and commentaries on codes from the United Kingdom, France, Germany, and other countries in northern Europe. Crucial sources of historical statutes and regulations for the UK and the Republic of Ireland.",https://link.gale.com/apps/MLFP?u=nash51725,5/10/16 14:59,Law Library,,moml,Yes,momlforeignprimary,"Law, Law: Foreign Law, Law: Legal History",,19,No,No,No,
21456932,"Making of Modern Law: Foreign, Comparative & International Law, 1600-1926",Treatises and similar monographs in: international law; comparative law; foreign law; Roman law; Islamic law; Jewish law; and ancient law.,https://link.gale.com/apps/MMLF?u=nash51725,5/10/16 14:59,Law Library,,,Yes,momlforeigncomparative,"Law, Law: Foreign Law, Law: International Law",Coverage: 1600-1926.,5,No,No,No,
54242819,"Making of Modern Law: Landmark Records and Briefs of the U.S. Courts of Appeals, 1950-1980","Over half a million pages of briefs from appellants, appellees, and supporters (amicus briefs), with their respective replies, as well as appendices, memoranda, petitions, plaintiff statements, transcripts, and more from the various circuits of the U.S. Courts of Appeals.",https://link.gale.com/apps/MMLR?u=nash87800,4/28/20 11:02,Law Library,,MMLR,Yes,momllandmark,Law,Coverage: 1950-1980.,5,No,No,No,
21456933,"Making of Modern Law: Legal Treatises, 1800-1926","Digital images of legal treatises on British Commonwealth and American law. Coverage includes casebooks, local practice manuals, books on legal form, works for lay readers, pamphlets, letters, and speeches.",https://link.gale.com/apps/MOML?u=nash51725,5/10/16 14:59,Law Library,,,Yes,momllegaltreatises,"History, Law, Law: Legal History",,5,No,No,No,
21456934,"Making of Modern Law: Primary Sources, 1620-1926","State and municipal codes, documents relating to constitutional conventions, and other resources in American legal history.",https://link.gale.com/apps/MMLP?u=nash51725,5/10/16 14:59,Law Library,,,Yes,momlprimary,"Law, Law: Legal History, Law: State and Local Law, Primary Sources",,12,No,No,No,
